2.821504969948392727e+00,-4.800345345522051055e+00,5.194404364829109388e-01,-8.545066605629489942e-01
5.857305723701260547e+01,-9.066508910737791638e+00,-9.642151468296581429e-01,2.651210112840188260e-01
3.880377586032416559e+00,1.091956456905531780e+01,4.544752488712996974e-01,8.907593660261845514e-01
3.657260645504237573e+00,-5.964234494593439351e+00,7.405011709899491645e-01,-6.720550689954760681e-01
2.013299131963633748e+00,-4.907559026758173459e+00,4.866144280182882476e-01,-8.736168487640529889e-01
2.434258845455810061e+00,1.507631446538975517e+00,8.640258748506440822e-01,-5.034474030011270029e-01
1.401630725507510355e+01,-5.159710627076798950e+00,-8.267075520545872358e-01,5.626318719872808183e-01
2.553064647882989036e+01,-3.797802857050535863e+01,-3.891058216980516349e-01,9.211930631092941635e-01
4.108267383217566504e+01,8.476219346558062639e+00,-9.571088427438820823e-01,-2.897286025601664150e-01
5.518580527321077511e-01,3.321137265685737971e-01,8.192236186783352636e-01,-5.734742039530404956e-01
1.694139804394998805e+01,8.292457657535299731e+00,-9.696188900077261641e-01,-2.446205390808079971e-01
-1.011421358042015939e+00,4.989509798454649925e+00,9.999702459795205556e-01,7.714088128683850923e-03
1.058947887740890081e+01,9.425722876025103281e-01,-9.064227471586724372e-01,4.223716413696892436e-01
4.924759742562262232e+00,-5.720211639206286947e+00,7.177208373329493352e-01,-6.963309555506562720e-01
2.704042332004793536e+01,4.584736350701744811e+01,-3.531236955468164407e-01,-9.355766433827638062e-01
1.908018049291744234e+00,9.249669886328959478e-01,9.958934391393928776e-01,-9.053318661746272145e-02
-4.699764804959803755e+00,2.773029674724052818e+00,6.869767010394439710e-01,-7.266794425528786405e-01
4.006796351199138684e+00,-6.847545013669111835e-01,7.035139202002540504e-01,7.106814786417826602e-01
2.954082917717649082e+00,-4.037030755929447601e+00,9.638266850189071144e-01,2.665297755326115903e-01
2.475682357011746859e+01,7.319932036618972404e-01,-9.972894444998982033e-01,-7.357828408630097405e-02
6.647848821625958138e+00,1.451551012082016534e+01,-5.891466498745248082e-01,-8.080261288730854474e-01
2.678313811314760429e+00,7.933720047742919279e-01,9.098569072472809660e-01,-4.149221714182224074e-01
7.029468634992033671e+00,1.101805634608813378e+01,-5.010465909335486412e-01,-8.654203104352642395e-01
5.553578027444154941e+01,-3.420497551368107025e+01,-9.608601695592474679e-01,2.770338148215378826e-01
1.433084005826179563e+00,-1.273465767237728974e+00,5.899161485494990309e-01,-8.074645117158557595e-01
-4.690879601581592340e+00,-6.919709113172336501e-01,6.588651164600642929e-01,7.522610971677758940e-01
3.567480673333807317e+01,6.014988661702987116e+01,-3.837290081090584115e-01,-9.234457473699460017e-01
4.914893093397861179e+00,7.714800859195730887e+00,3.176199314930608364e-01,9.482181073562893081e-01
-3.881902749411016984e+00,2.944900201298744413e+00,7.648002475700570457e-01,-6.442674765318977537e-01
1.885961891522205391e-01,-7.558015647486022726e-01,3.720525095609598099e-01,-9.282116839004946884e-01
-3.937781546074163863e+00,-1.371752039396300304e+00,9.997999654522498059e-01,2.000072702879060124e-02
5.025099942177328671e+01,4.925368637220381984e+00,-9.965275462900828884e-01,-8.326373451309174167e-02
