1.850294185182533191e+00,-6.863935475638125894e+00
7.642850860316379169e+00,-2.654712340307595042e+01
2.244408699987094913e+00,1.029763507853944304e+01
1.763867906595713819e+01,7.078704401968983007e+01
3.106272837719333424e+01,-4.987490124068307296e+01
-2.667429981616290746e+00,1.172030825451567360e+01
-1.579533816611948804e+00,5.464135439399221639e+00
1.931994884589882844e+01,-3.561605507104225410e+01
1.260667348278427724e+01,-2.067996802516190868e+01
1.190496879522998519e+01,-2.438277217638858119e+01
1.757215063705654146e+01,1.318490235943616362e+01
3.956932470761299925e+01,-1.411059110813069672e+00
-1.278584198873984334e+00,9.927968521884283248e+00
1.625912806742791616e+01,-1.337575843178926860e+01
-3.526233312722740543e+00,2.530762746773238447e+01
-1.981653993920477141e+00,1.159863536251071636e+01
5.089388690581995434e+01,3.230940687258346156e+00
1.078059974407811694e+01,-3.130454804572445227e+01
3.381041913110149011e+01,-5.105626526784860175e+01
5.624502476557887576e+01,-5.139903087545663141e+01
1.912778140148398620e+01,4.556345610264492763e+01
3.072879876420644862e+00,1.278480057926886460e+01
2.381811678011008127e+01,-4.981168445146070667e+01
2.096684211578756063e+00,5.917085652606933088e+00
-1.351272556162386174e+00,4.607577031074977514e-01
-1.186003328417278624e+00,1.584017789404920107e+00
3.855357805130273263e+00,2.203182637447157433e+01
2.765592280103717115e+01,6.709599432380164785e+01
3.513121755792550260e+00,9.086221208559235762e+00
-1.393858760794439711e+00,-6.899189427950183084e-01
2.152578434348798098e+01,7.463076099518769979e+01
5.075000783856236097e-01,-8.614969123884867130e+00
-4.876846828320163141e+00,-2.482368431678547793e+01
-1.133958656782923846e+00,-5.367197397066050257e-01
-1.847535165439211369e+00,-3.172741530863715020e+00
2.327277226766774731e+00,-6.801142670563926629e+00
2.917062379219180102e+00,1.772581502606028092e+00
1.420151885963877625e+01,-3.261620534897436841e+01
9.052284804175545929e+00,2.867432737209103877e+01
-6.887673980941890761e-01,-1.072647628003258635e+00
1.757490581365809845e+01,-3.997671061708208384e+01
4.277525568908247422e+00,-7.786802178411567965e+00
-3.792171734395299865e-02,-5.651281417884129965e+00
1.455214427914973463e+00,-6.536465894938201515e+00
1.803649338799169222e+00,1.325350218277196568e+00
-2.301698234282384625e+00,-4.675943645055591902e-01
1.175802690538129625e+01,-3.774908860718851145e+01
5.824748200467870873e+01,2.421444817003488126e+01
4.537595846567221258e+00,-1.325885852190907066e+01
4.388618382425228504e+01,-1.135349547605505105e+00
1.272091453094266278e+01,-6.377599596576702368e+01
6.485004254432045201e-01,9.630245765061212992e+00
1.207274836993539857e+01,-3.772508990733359013e+01
-4.713374264249628354e+00,1.526057840413018174e-01
7.610569576041016582e+00,3.141914817081714872e+01
7.266698168747502962e-01,9.924053887081234038e+00
-2.483281360924244119e+00,-5.923962057215332422e+00
2.495779194910468846e+01,1.776596878830581616e+01
4.820887947753892178e+00,-2.620838732152633810e+01
1.578218463000204963e+00,-3.768911449221576060e+00
6.217919702068250842e-01,3.402309538473661021e+00
-4.689844664716797951e+00,-1.343065075442145151e+01
1.390286932645435414e+01,-9.555895554990561536e+00
3.730037684298732614e+00,8.926750344180126362e+00
-1.379594504673139710e+00,2.489333261314153667e+00
1.658607187849600706e+00,-3.841814539753882762e+00
1.305983788242881971e+01,2.689928805565650904e+01
-3.337436805399442985e+00,-9.423979700250844971e+00
-3.511817429657264622e+00,-5.450536688482110037e+00
2.395534740181562228e+01,-2.350641553746384105e+01
5.393657851607770226e+00,3.057610065256087850e+01
3.577054674049769289e+00,2.140133393423641905e+01
2.241628237136734469e+01,4.927746913787390071e+01
2.021269181401951442e+00,-3.836995484725608030e+00
8.524015796092019315e-01,3.418986573582084798e+00
-4.584584413429001692e+00,-8.382873019270551396e+00
-4.312016857182031870e+00,-1.471688204628234153e+01
1.747418825047289914e+01,-6.564075111834571885e+01
-7.479917222255583198e-01,-7.060285269407893693e+00
2.041361395714793403e+01,4.323214144685875482e+01
1.621876306588992023e+01,5.744635230516786351e+01
1.386698615181005678e-01,5.014056958445953782e+00
8.680437797753185691e+00,-3.379542396716781383e+01
-2.792738895173050295e+00,-4.843857331630849750e+00
3.506512071115984241e+01,4.520918440077218037e+01
3.412526071867735311e+01,3.347345780627568956e+01
-4.159299146574690909e+00,-6.440405889705894893e+00
1.794841754286531810e+01,5.993165325909556884e+01
4.127721040257375407e+00,1.679666686294265077e+00
-3.072463562702716366e+00,1.076168124526044878e-01
2.093363957966297306e+01,3.919654800987548526e+01
1.750827247684531329e+01,2.104000211644194351e+01
2.013003793584967838e+01,-4.182124695996812136e+01
1.354057832063826794e+01,-5.351628425663151489e+01
2.160410133367542329e+01,-2.118966295316995208e+00
-2.567494956311435761e+00,-5.717939421819631107e-01
-3.885614531698318164e+00,-2.027490620157535872e+01
5.457857874521009478e+01,6.166763381224591001e+01
-9.019514503881094214e-01,7.071254871711642132e+00
5.119215849029818344e+01,-3.806827725298540344e+01
4.503436076665632015e+01,-6.773941155017877236e+01
3.323916465137600973e+00,1.595215784770442902e+01
1.348981520959340941e+01,-6.017369663556983994e+01
5.086931917613867427e+00,-1.724258080442766783e+01
7.231756868968810537e-01,9.110544164260167221e+00
-1.241188604998619383e+00,1.327416037770084500e+01
2.241952127145108165e-01,4.015474748280140060e-02
2.351248450585571526e+00,1.293751047450395220e+01
1.873054751733855383e+00,5.579037195906201951e+00
4.217762767571002769e+00,-1.576938538305875426e+01
1.865474717796885429e+01,6.901779401762156851e+01
4.740779840196541528e+00,1.238660221707374198e+01
1.694979635627010950e+01,-6.666333573900759291e+01
-4.575330329475661983e+00,1.739593633270235884e+01
-2.639869256308856826e+00,-1.177703592686597922e+01
-2.013601859468304944e+00,2.564841334604620382e+00
1.544379640646421414e+01,5.592843562625159848e+01
1.455990969242764166e+01,-3.100144982179094910e+01
2.342413317528750127e+01,4.247692444498062514e+01
4.990478311321796312e+00,-2.690077432774991895e+00
1.780359257692384745e+01,-1.898216292008772399e+01
1.209869279977989365e+01,2.902850580830518012e+01
4.390495821800232790e+00,1.140511177745671034e+01
